1,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
2,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
3,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
4,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
5,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
6,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
7,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
8,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
9,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
10,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
11,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
12,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
13,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
14,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
15,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
16,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
17,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
18,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
19,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
20,情報担当の先生の名前は？,西原先生,北原先生,南原先生,東原先生,1,西原先生だよ！
